,route_prediction,perf_prediction,diff_altitude,geo_distance,userid,workoutid,heart_rate_avg,speed_avg,elapsed_time
22147,0,1,-0.180933788419,-0.274593859911,5032597,349048353,132.000000000000000000,0E-18,4073
22148,0,2,-0.180933788419,-0.274593859911,4264913,359327621,156.000000000000000000,14.829003494600000000,4264
22149,0,1,-0.180933788419,-0.274593859911,2083091,372310405,145.000000000000000000,9.983361064900000000,3928
22150,0,2,-0.0679132267833,-0.0410927273333,80101,382136383,156.358000000000000000,11.355439300900000000,2973
22151,0,2,-0.0507582873106,-0.151258066297,1470078,397135186,187.223000000000000000,16.062398668000000000,1145
22152,0,2,-0.163274332881,-0.00282302079722,1520156,405699580,140.910000000000000000,12.052703795300000000,3588
22153,0,2,-0.0457127280533,0.0111758215353,3432842,406865559,153.105000000000000000,10.399651819900000000,3837
22154,0,2,-0.167310774326,-0.0580229684711,3908642,417252069,143.312000000000000000,15.428782480300000000,2543
22155,0,0,-0.180933788419,-0.161756485701,13406764,417651887,0E-18,9.295931695100000000,2402
22156,0,1,-0.153687760234,-0.0142784519121,8484809,419795694,136.506000000000000000,9.554151741600000000,5120
22157,0,1,-0.180933788419,-0.246754795313,68009,439754061,113.000000000000000000,7.402234046000000000,520
22158,0,0,-0.180933788419,-0.0229350011796,3083777,445899892,0E-18,7.639645326500000000,6223
22159,0,2,-0.0800225511193,-0.099888369441,2237368,456733086,161.000000000000000000,12.300025726700000000,2053
22160,0,2,-0.0462172813714,-0.105491660535,7228559,462398826,155.000000000000000000,11.428571428600000000,2726
22161,0,2,-0.0961683467031,0.017144234851,6582710,471136857,143.000000000000000000,12.410000000000000000,3599
22162,0,2,-0.100204795599,-0.134753733873,11820290,471280374,169.000000000000000000,10.173349195000000000,2635
22163,0,2,-0.0426853895187,-0.0109639912844,10815918,472050431,151.000000000000000000,10.601773424000000000,4392
22164,0,1,-0.158228769898,-0.094381660223,1682336,473916415,125.302000000000000000,9.289260611300000000,3998
22165,0,2,-0.129469051957,-0.0693712756038,6194859,484508928,143.000000000000000000,13.783901707500000000,2805
22166,0,2,-0.0870863348246,-0.179372519255,885462,498526779,140.000000000000000000,11.371961026100000000,1269
22167,0,0,-0.0507582873106,0.0514547489583,2336853,512090446,0E-18,12.963365775600000000,4557
22168,0,2,-0.100709356368,-0.0353334322572,5547218,522782139,145.000000000000000000,10.844413969800000000,4002
22169,0,1,-0.0404148846865,-0.139921009541,6514349,526487850,147.000000000000000000,9.043541349100000000,2868
22170,0,1,-0.0926364511251,-0.151898652315,5421474,538870755,147.000000000000000000,8.496957110800000000,2355
22171,0,2,-0.0865817815065,0.0293852891773,3411439,545117648,139.000000000000000000,11.346643315600000000,4522
22172,0,2,-0.135019183159,-0.022504620254,4822555,545223320,144.000000000000000000,10.331423839200000000,4113
22173,0,2,-0.0800225511193,-0.0291614457965,68009,566315572,146.000000000000000000,13.178195677700000000,3316
22174,0,0,-0.0598402991891,-0.112635545433,3227742,569250398,0E-18,10.341621601500000000,2717
22175,0,0,-0.15469686687,-0.143031522632,1009668,589508125,0E-18,12.219772162000000000,1402
22176,0,1,-0.168824449182,-0.137239351869,6532016,595307947,141.000000000000000000,6.224173333200000000,5201
22177,0,2,-0.115846037865,-0.199795678258,56291,596084522,123.000000000000000000,10.632092040400000000,958
22178,0,1,-0.0727064833045,-0.0771167576313,4283690,600116399,140.000000000000000000,7.711121300900000000,4290
22179,0,1,-0.0512628443539,-0.0864471793175,1023513,607014312,160.000000000000000000,9.119415861600000000,3675
22180,0,1,-0.0971774607897,-0.162010788918,7996903,610819495,163.000000000000000000,8.538872484600000000,2688
22181,0,1,-0.180933788419,-0.274593859911,9882712,613824869,103.000000000000000000,5.684716156300000000,5711
22182,0,2,-0.146196767688,-0.006831320934,9221677,614710857,77.000000000000000000,10.985701451400000000,4590
22183,0,0,-0.105250358582,-0.0060954480432,5746423,618625359,0E-18,10.158719085900000000,4127
