index,workoutid,route_prediction,perf_prediction,userid,diff_altitude,geo_distance,heart_rate_avg,speed_avg,elapsed_time,user_avg_speed,user_avg_dist
657,306069276,1,2,16786,-0.143095746636,-0.42863997817,132.587000000000000000,10.281586020100000000,2534,11.4447575277500000000000,-0.319037649781
658,198795106,1,2,16786,-0.0925828516483,-0.254753261805,157.979000000000000000,11.708965399400000000,2582,11.4447575277500000000000,-0.319037649781
659,151925549,1,0,16786,0.296663552523,-0.224926933646,174.930000000000000000,10.868687871300000000,3563,11.4447575277500000000000,-0.319037649781
660,228720088,1,2,16786,-0.161666661501,-0.367830425501,154.377000000000000000,12.919790820200000000,2290,11.4447575277500000000000,-0.319037649781
661,413665031,1,2,56331,-0.171323537827,-0.194266602397,147.000000000000000000,12.235226578200000000,3098,12.2352265782000000000000,-0.194266602397
662,112816079,1,2,7780362,-0.165752261877,-0.406567692757,149.782000000000000000,11.067954218500000000,2603,11.6008503756100000000000,-0.342971837521
663,112819082,1,2,7780362,-0.166495099664,-0.396663397551,160.575000000000000000,12.185535871900000000,2440,11.6008503756100000000000,-0.342971837521
664,467127603,1,2,7780362,0.119125597179,-0.303020983934,157.000000000000000000,11.124949234000000000,2935,11.6008503756100000000000,-0.342971837521
665,298422300,1,2,7780362,0.113182902336,-0.240035369992,150.374000000000000000,11.575417812600000000,3131,11.6008503756100000000000,-0.342971837521
666,595734744,1,2,7780362,-0.116353623569,-0.411514401436,149.000000000000000000,11.818735072300000000,1915,11.6008503756100000000000,-0.342971837521
667,267977361,1,0,7780362,0.10798304528,-0.317034602165,136.647000000000000000,9.838760042600000000,3341,11.6008503756100000000000,-0.342971837521
668,465394142,1,0,7780362,0.158495932817,-0.365937650204,155.000000000000000000,10.206027410900000000,2978,11.6008503756100000000000,-0.342971837521
669,624394485,1,2,7780362,-0.0331559181213,-0.142074748874,154.000000000000000000,12.682007149400000000,2603,11.6008503756100000000000,-0.342971837521
670,529536573,1,2,7780362,0.0478132739663,-0.432385027409,153.000000000000000000,13.714186816300000000,2081,11.6008503756100000000000,-0.342971837521
671,601697078,1,2,7780362,-0.111153766513,-0.414484500885,151.000000000000000000,11.794930127600000000,1864,11.6008503756100000000000,-0.342971837521
672,427215733,1,2,9295581,-0.0559498630464,-0.365556240082,134.000000000000000000,10.934679531500000000,2804,12.2629490526500000000000,-0.234345018864
673,436896240,1,2,9295581,-0.152745187283,-0.103133797646,154.000000000000000000,13.591218573800000000,2658,12.2629490526500000000000,-0.234345018864
674,633417175,1,2,14671923,-0.212179556489,-0.214639157057,149.000000000000000000,11.468051341900000000,3016,10.1523726632000000000000,-0.303927436471
675,453401705,1,0,14671923,-0.130467519164,-0.393215715885,147.000000000000000000,8.836693984500000000,2992,10.1523726632000000000000,-0.303927436471
676,363576146,1,2,2675116,-0.0264703892171,-0.344222277403,138.573000000000000000,11.501769814100000000,2541,11.5017698141000000000000,-0.344222277403
677,234897916,1,2,751448,-0.100754052401,-0.286318093538,171.000000000000000000,11.133590733600000000,2851,11.1335907336000000000000,-0.286318093538
678,348393879,1,0,7839953,-0.0190420225263,-0.410965502262,154.000000000000000000,9.074585635400000000,2897,9.0745856354000000000000,-0.410965502262
679,465222695,1,2,8994138,-0.0814402997494,-0.243026077747,126.261000000000000000,13.271963256500000000,2865,13.2719632565000000000000,-0.243026077747
680,223561623,1,2,1066105,-0.212179556489,-0.343105733395,152.000000000000000000,12.506969753000000000,2592,12.5069697530000000000000,-0.343105733395
681,440311288,1,0,14544270,-0.212179556489,-0.138352036476,170.000000000000000000,10.621832197100000000,3680,11.1937743603200000000000,-0.179045531154
682,472164227,1,1,14544270,-0.0190420225263,-0.32720091939,0E-18,11.263636363600000000,2630,11.1937743603200000000000,-0.179045531154
683,449579240,1,0,14544270,-0.128981843591,-0.142867296934,167.000000000000000000,11.050443724000000000,3501,11.1937743603200000000000,-0.179045531154
684,578544317,1,2,14544270,-0.148295596242,-0.147078633308,159.000000000000000000,12.670900930400000000,3016,11.1937743603200000000000,-0.179045531154
685,441041863,1,0,14544270,-0.212179556489,-0.13972876966,163.000000000000000000,10.362058586500000000,3530,11.1937743603200000000000,-0.179045531154
686,12911602,1,2,367324,-0.0889971777797,-0.41791176796,149.000000000000000000,12.509129967800000000,1862,11.6161465713000000000000,-0.376399707794
687,19708368,1,2,367324,-0.119346141815,-0.421762466431,157.000000000000000000,12.786343612300000000,1816,11.6161465713000000000000,-0.376399707794
688,23990890,1,2,367324,0.00919260364026,-0.236909806728,136.000000000000000000,10.289634146300000000,2624,11.6161465713000000000000,-0.376399707794
689,19472239,1,2,367324,-0.0711445510387,-0.405472874641,162.000000000000000000,12.826804451600000000,1880,11.6161465713000000000000,-0.376399707794
690,55717120,1,0,367324,-0.0782853662968,-0.399941623211,136.000000000000000000,9.668820678500000000,2476,11.6161465713000000000000,-0.376399707794
691,74775471,1,0,2625706,-0.0584123656154,-0.147071480751,159.769000000000000000,10.828907255200000000,3220,10.8289072552000000000000,-0.147071480751
692,290865987,1,2,5086939,-0.212179556489,-0.158352702856,142.000000000000000000,11.725119208400000000,2454,10.8997184511000000000000,-0.131771229208
693,281614660,1,0,5086939,-0.212179556489,-0.105189755559,134.000000000000000000,10.074317693800000000,2697,10.8997184511000000000000,-0.131771229208
694,490111546,1,0,1905237,0.211237341166,-0.278032422066,170.000000000000000000,10.630278588800000000,3278,10.6302785888000000000000,-0.278032422066
695,420912909,1,0,4182594,0.0103000244126,-0.164916649461,133.000000000000000000,9.980028459700000000,3890,10.2811609021500000000000,-0.17000412941
696,545552685,1,0,4182594,-0.0420699603856,-0.175091609359,147.000000000000000000,10.582293344600000000,3631,10.2811609021500000000000,-0.17000412941
697,312884639,1,0,5225023,0.00992860551924,-0.291702926159,111.000000000000000000,7.331577908400000000,5565,7.3315779084000000000000,-0.291702926159
698,281178663,1,2,848299,-0.0907822176814,-0.128182038665,155.000000000000000000,11.471726994300000000,2828,11.4717269943000000000000,-0.128182038665
699,357227302,1,2,2237368,-0.120810642838,-0.208073332906,183.951000000000000000,14.370998543400000000,2033,14.3709985434000000000000,-0.208073332906
700,282785429,1,2,12830822,-0.0784689560533,-0.323473066092,167.293000000000000000,12.026967329200000000,2002,11.5193537101500000000000,-0.278577849269
701,276863843,1,2,12830822,0.268435746431,-0.233682632446,161.044000000000000000,11.011740091100000000,2247,11.5193537101500000000000,-0.278577849269
